time_id,timestamp,day_of_week
1864,2025-02-17 14:11:51,Monday
1865,2024-11-14 05:42:23,Thursday
1866,2024-12-30 17:15:48,Monday
1867,2024-10-07 17:29:24,Monday
1868,2025-04-30 08:54:44,Wednesday
1869,2024-07-25 20:28:02,Thursday
1870,2025-02-09 12:50:03,Sunday
1871,2025-01-31 17:53:21,Friday
1872,2025-04-23 11:23:40,Wednesday
1873,2025-04-02 03:08:26,Wednesday
1874,2024-07-08 00:44:00,Monday
1875,2024-05-13 11:31:00,Monday
1876,2024-07-20 21:06:51,Saturday
1877,2024-12-22 11:47:45,Sunday
1878,2024-07-12 15:43:39,Friday
1879,2024-06-13 13:17:00,Thursday
1880,2025-03-10 08:02:25,Monday
1881,2024-11-29 21:55:46,Friday
1882,2024-12-27 14:53:53,Friday
1883,2025-02-15 09:32:24,Saturday
1884,2024-10-31 10:48:42,Thursday
1885,2024-05-03 00:38:26,Friday
1886,2024-06-16 12:37:04,Sunday
1887,2024-07-23 10:05:33,Tuesday
1888,2025-04-15 00:12:48,Tuesday
1889,2024-05-23 03:55:14,Thursday
1890,2024-08-25 12:31:25,Sunday
1891,2024-11-29 18:04:07,Friday
1892,2025-02-25 07:46:45,Tuesday
1893,2024-07-13 07:31:49,Saturday
1894,2025-01-18 16:10:24,Saturday
1895,2024-07-18 15:43:48,Thursday
1896,2024-08-28 15:58:51,Wednesday
1897,2024-08-25 05:20:11,Sunday
1898,2024-07-03 10:36:35,Wednesday
1899,2024-06-26 06:23:26,Wednesday
1900,2024-06-27 02:54:43,Thursday
1901,2024-07-20 23:27:20,Saturday
1902,2024-10-04 01:18:00,Friday
1903,2024-10-14 18:56:59,Monday
1904,2024-12-23 14:02:52,Monday
1905,2024-11-11 20:40:31,Monday
1906,2025-03-27 08:32:24,Thursday
1907,2024-08-31 11:25:43,Saturday
1908,2024-05-31 06:05:48,Friday
1909,2024-09-26 15:59:36,Thursday
1910,2025-02-02 02:07:58,Sunday
1911,2025-03-15 12:31:41,Saturday
1912,2025-02-06 10:51:22,Thursday
1913,2025-01-18 06:17:51,Saturday
1914,2025-03-06 12:20:36,Thursday
1915,2025-03-15 23:45:02,Saturday
1916,2025-04-17 15:55:00,Thursday
1917,2025-01-29 02:41:17,Wednesday
1918,2024-09-21 05:03:34,Saturday
1919,2024-11-16 11:18:07,Saturday
1920,2024-10-11 04:53:40,Friday
1921,2024-08-07 10:13:28,Wednesday
1922,2024-10-06 18:02:18,Sunday
1923,2024-06-25 07:30:55,Tuesday
1924,2024-10-06 22:12:52,Sunday
1925,2024-05-24 17:21:37,Friday
1926,2024-10-01 06:28:43,Tuesday
1927,2025-04-18 06:49:25,Friday
1928,2024-06-21 00:42:48,Friday
1929,2024-12-26 02:37:28,Thursday
1930,2024-05-10 02:39:02,Friday
1931,2025-01-26 01:37:00,Sunday
1932,2024-12-24 05:49:45,Tuesday
1933,2024-06-30 22:03:50,Sunday
1934,2024-05-21 07:09:46,Tuesday
1935,2024-10-01 08:11:44,Tuesday
1936,2024-10-07 19:43:47,Monday
1937,2024-06-26 06:43:54,Wednesday
1938,2024-10-27 07:16:40,Sunday
1939,2025-04-11 21:39:48,Friday
1940,2024-07-28 10:48:27,Sunday
1941,2024-09-08 17:52:47,Sunday
1942,2024-06-02 09:34:14,Sunday
1943,2024-12-29 10:34:51,Sunday
1944,2024-12-12 14:41:51,Thursday
1945,2025-04-10 01:30:29,Thursday
1946,2025-01-08 20:56:20,Wednesday
1947,2024-12-06 02:11:44,Friday
1948,2024-11-05 22:29:47,Tuesday
1949,2025-04-07 07:11:13,Monday
1950,2024-05-26 16:11:18,Sunday
1951,2024-08-26 05:36:12,Monday
1952,2024-06-24 06:50:06,Monday
1953,2024-06-04 08:26:37,Tuesday
1954,2025-02-19 20:23:44,Wednesday
1955,2025-04-17 22:38:28,Thursday
1956,2024-06-21 14:08:07,Friday
1957,2024-06-28 11:25:00,Friday
1958,2024-09-28 21:34:13,Saturday
1959,2024-09-27 03:14:25,Friday
1960,2024-05-08 10:20:04,Wednesday
1961,2025-01-26 02:35:27,Sunday
1962,2025-02-04 21:10:32,Tuesday
1963,2024-07-06 01:56:23,Saturday
1964,2024-12-10 03:41:53,Tuesday
1965,2025-04-30 19:30:58,Wednesday
1966,2025-03-11 00:08:51,Tuesday
1967,2024-05-05 22:04:04,Sunday
1968,2024-08-09 03:17:44,Friday
1969,2025-03-11 12:17:15,Tuesday
1970,2024-12-27 17:29:04,Friday
1971,2024-12-31 05:49:03,Tuesday
1972,2024-06-07 20:38:21,Friday
1973,2025-04-24 09:39:12,Thursday
1974,2024-09-30 00:14:29,Monday
1975,2025-01-11 16:11:06,Saturday
1976,2025-01-21 20:44:30,Tuesday
1977,2024-12-13 21:16:23,Friday
1978,2025-04-11 12:56:27,Friday
1979,2024-06-13 14:22:50,Thursday
1980,2025-04-27 12:47:29,Sunday
1981,2024-07-07 19:26:43,Sunday
1982,2024-12-11 03:28:44,Wednesday
1983,2024-06-05 09:05:40,Wednesday
1984,2025-03-17 10:16:02,Monday
1985,2025-02-17 07:50:47,Monday
1986,2024-10-20 19:45:26,Sunday
1987,2024-09-23 04:12:15,Monday
1988,2025-04-21 12:23:28,Monday
1989,2025-04-05 20:59:46,Saturday
1990,2024-09-05 12:32:24,Thursday
1991,2025-01-17 06:36:33,Friday
1992,2024-11-30 16:56:07,Saturday
1993,2024-11-29 07:12:20,Friday
1994,2025-03-25 07:28:14,Tuesday
1995,2024-08-06 18:40:43,Tuesday
1996,2024-07-08 07:06:59,Monday
1997,2024-08-19 01:39:43,Monday
1998,2024-10-13 06:56:03,Sunday
1999,2024-12-19 21:50:10,Thursday
2000,2025-01-24 12:26:29,Friday
2001,2024-06-25 19:25:29,Tuesday
2002,2024-06-30 17:44:01,Sunday
2003,2025-04-02 12:36:35,Wednesday
2004,2025-04-28 13:56:32,Monday
2005,2024-07-18 14:42:32,Thursday
2006,2024-12-15 08:20:25,Sunday
2007,2024-09-13 11:21:49,Friday
2008,2024-11-22 18:38:21,Friday
2009,2024-10-25 05:26:54,Friday
2010,2024-06-02 12:50:18,Sunday
2011,2024-05-14 14:23:29,Tuesday
2012,2024-06-06 21:49:40,Thursday
2013,2024-08-16 04:41:55,Friday
2014,2024-06-11 03:15:16,Tuesday
2015,2024-06-24 22:08:09,Monday
2016,2024-05-14 19:20:20,Tuesday
2017,2025-01-22 18:39:36,Wednesday
2018,2024-07-30 11:14:25,Tuesday
2019,2024-09-09 10:39:06,Monday
2020,2025-04-24 19:23:46,Thursday
2021,2024-10-04 08:21:49,Friday
2022,2024-06-17 06:51:12,Monday
2023,2024-06-15 15:33:56,Saturday
2024,2025-04-14 08:47:52,Monday
2025,2024-08-26 05:48:57,Monday
2026,2025-02-08 10:14:54,Saturday
2027,2024-12-04 20:32:32,Wednesday
2028,2024-09-20 11:53:06,Friday
2029,2024-10-12 07:01:06,Saturday
2030,2024-10-25 22:10:13,Friday
2031,2024-05-13 08:21:53,Monday
2032,2025-03-11 17:00:30,Tuesday
2033,2025-01-05 05:24:05,Sunday
2034,2024-12-17 07:03:13,Tuesday
2035,2025-02-18 19:12:13,Tuesday
2036,2024-10-21 01:19:38,Monday
2037,2024-05-06 05:16:37,Monday
2038,2024-11-19 22:05:27,Tuesday
2039,2025-01-13 01:04:24,Monday
2040,2024-05-25 11:01:35,Saturday
2041,2024-12-24 19:56:18,Tuesday
2042,2025-03-18 07:03:41,Tuesday
2043,2024-05-11 21:28:45,Saturday
2044,2025-01-13 23:02:18,Monday
2045,2024-05-13 10:11:13,Monday
2046,2024-12-03 17:29:50,Tuesday
2047,2025-02-04 08:04:40,Tuesday
2048,2025-03-02 21:05:16,Sunday
2049,2024-06-11 21:28:05,Tuesday
2050,2025-02-04 14:53:14,Tuesday
2051,2024-08-06 01:53:18,Tuesday
2052,2024-07-30 17:24:54,Tuesday
2053,2025-01-07 09:38:03,Tuesday
2054,2024-09-10 01:51:54,Tuesday
2055,2025-03-31 09:50:29,Monday
2056,2024-06-19 13:07:00,Wednesday
2057,2024-12-24 01:09:05,Tuesday
2058,2024-06-07 16:18:36,Friday
2059,2025-04-17 20:52:05,Thursday
2060,2024-05-06 06:25:37,Monday
2061,2024-07-11 13:54:48,Thursday
2062,2025-03-14 18:40:27,Friday
2063,2024-12-28 23:52:00,Saturday
2064,2024-11-23 06:37:54,Saturday
2065,2024-06-25 17:25:12,Tuesday
2066,2025-03-12 08:09:32,Wednesday
2067,2024-12-06 07:17:22,Friday
2068,2024-11-02 21:13:18,Saturday
2069,2024-07-24 10:30:15,Wednesday
2070,2024-06-23 16:53:57,Sunday
2071,2025-01-19 16:26:43,Sunday
2072,2025-01-18 15:20:14,Saturday
2073,2024-06-22 19:45:39,Saturday
2074,2025-02-19 03:22:16,Wednesday
2075,2024-05-20 02:53:22,Monday
2076,2024-07-23 23:19:06,Tuesday
2077,2025-03-11 17:12:10,Tuesday
2078,2024-10-31 20:56:52,Thursday
2079,2025-03-12 15:51:13,Wednesday
2080,2024-06-25 11:11:43,Tuesday
2081,2025-01-09 09:41:54,Thursday
2082,2024-11-20 11:29:22,Wednesday
2083,2024-07-09 06:05:26,Tuesday
2084,2025-04-15 04:13:24,Tuesday
2085,2025-01-09 16:59:40,Thursday
2086,2024-06-09 12:55:37,Sunday
2087,2025-01-04 07:30:55,Saturday
2088,2024-05-30 10:05:33,Thursday
2089,2024-10-16 15:08:13,Wednesday
2090,2024-05-01 22:56:36,Wednesday
2091,2025-02-23 13:57:47,Sunday
2092,2024-05-23 16:53:54,Thursday
2093,2024-10-04 21:25:18,Friday
2094,2024-11-15 23:35:39,Friday
2095,2024-05-25 13:37:19,Saturday
2096,2024-10-30 21:13:22,Wednesday
2097,2024-10-19 21:51:36,Saturday
2098,2024-07-10 12:40:33,Wednesday
2099,2024-06-07 11:04:55,Friday
2100,2024-12-24 19:57:07,Tuesday
2101,2024-12-22 03:43:46,Sunday
2102,2025-01-29 19:26:09,Wednesday
2103,2024-07-31 19:39:45,Wednesday
2104,2024-07-20 03:42:14,Saturday
2105,2024-09-17 20:21:27,Tuesday
2106,2024-06-29 14:05:16,Saturday
2107,2024-05-22 20:31:44,Wednesday
2108,2024-07-25 04:12:57,Thursday
2109,2024-05-20 23:29:30,Monday
2110,2024-06-26 21:39:06,Wednesday
2111,2025-04-14 12:46:26,Monday
2112,2024-07-17 22:39:51,Wednesday
2113,2025-02-17 04:37:36,Monday
2114,2025-02-05 13:11:22,Wednesday
2115,2024-05-20 21:24:43,Monday
2116,2024-08-16 18:35:34,Friday
2117,2025-04-12 01:19:55,Saturday
2118,2024-10-26 19:14:16,Saturday
2119,2025-03-31 06:11:03,Monday
2120,2024-08-28 18:53:58,Wednesday
2121,2025-04-14 20:25:17,Monday
2122,2024-09-07 02:20:52,Saturday
2123,2024-06-16 01:02:34,Sunday
2124,2024-11-04 18:22:50,Monday
2125,2024-09-17 02:27:23,Tuesday
2126,2024-08-01 06:54:05,Thursday
2127,2024-12-17 20:09:28,Tuesday
2128,2025-03-19 10:03:31,Wednesday
2129,2024-12-09 16:31:47,Monday
2130,2024-09-16 08:41:27,Monday
2131,2025-01-18 00:34:57,Saturday
2132,2024-07-20 02:49:13,Saturday
2133,2025-04-19 19:04:58,Saturday
2134,2024-10-02 06:18:10,Wednesday
2135,2024-07-22 04:05:00,Monday
2136,2024-06-08 21:38:54,Saturday
2137,2024-08-29 20:23:23,Thursday
2138,2025-04-13 09:54:15,Sunday
2139,2025-01-19 10:30:26,Sunday
2140,2025-04-15 09:33:12,Tuesday
2141,2024-05-15 15:55:32,Wednesday
2142,2024-07-24 00:44:46,Wednesday
2143,2024-06-24 00:28:35,Monday
2144,2024-10-18 06:07:45,Friday
2145,2024-08-09 03:30:49,Friday
2146,2025-01-31 19:18:48,Friday
2147,2024-12-20 18:15:32,Friday
2148,2024-05-01 01:35:53,Wednesday
2149,2025-03-09 17:49:53,Sunday
2150,2025-01-14 06:55:52,Tuesday
2151,2025-04-17 19:48:47,Thursday
2152,2024-10-14 10:20:41,Monday
2153,2025-02-01 19:11:26,Saturday
2154,2024-12-05 16:45:44,Thursday
2155,2025-01-15 13:19:32,Wednesday
2156,2025-01-29 10:41:48,Wednesday
2157,2024-08-17 18:07:18,Saturday
2158,2024-08-06 03:45:24,Tuesday
2159,2025-04-25 06:37:16,Friday
2160,2025-02-01 09:32:22,Saturday
2161,2024-08-13 00:35:00,Tuesday
2162,2024-11-13 16:39:58,Wednesday
2163,2025-04-23 00:32:48,Wednesday
2164,2024-09-12 15:36:16,Thursday
2165,2025-03-28 15:23:45,Friday
2166,2025-01-06 08:18:15,Monday
2167,2024-10-23 03:01:44,Wednesday
2168,2024-05-25 14:51:54,Saturday
2169,2024-07-10 02:05:49,Wednesday
2170,2024-12-20 18:28:41,Friday
2171,2024-07-07 16:49:25,Sunday
2172,2024-08-26 01:01:54,Monday
2173,2025-04-08 12:07:13,Tuesday
2174,2024-06-08 03:20:20,Saturday
2175,2025-03-15 17:32:45,Saturday
2176,2024-11-22 16:05:51,Friday
2177,2024-07-06 16:22:41,Saturday
2178,2024-07-10 08:25:44,Wednesday
2179,2024-08-25 02:59:28,Sunday
2180,2024-06-21 07:43:48,Friday
2181,2025-01-31 18:43:33,Friday
2182,2024-10-05 05:22:04,Saturday
2183,2024-09-07 07:52:32,Saturday
2184,2024-09-28 09:30:49,Saturday
2185,2024-09-19 15:56:29,Thursday
2186,2025-01-11 01:41:24,Saturday
2187,2024-08-22 15:24:39,Thursday
2188,2024-05-02 10:48:04,Thursday
2189,2025-03-07 07:54:55,Friday
2190,2024-07-08 15:21:17,Monday
2191,2024-08-31 08:18:23,Saturday
2192,2024-05-29 18:05:29,Wednesday
2193,2025-03-16 04:07:13,Sunday
2194,2025-04-27 04:33:03,Sunday
2195,2024-11-06 20:13:03,Wednesday
2196,2025-01-19 10:21:12,Sunday
2197,2024-12-29 08:13:21,Sunday
2198,2024-12-11 21:29:11,Wednesday
2199,2024-10-19 16:22:05,Saturday
2200,2025-03-09 12:15:04,Sunday
2201,2024-09-01 01:38:29,Sunday
2202,2025-04-10 23:53:12,Thursday
2203,2024-09-06 22:56:12,Friday
2204,2024-10-25 00:36:47,Friday
2205,2025-04-21 11:21:23,Monday
2206,2024-12-11 01:03:52,Wednesday
2207,2024-07-29 03:15:43,Monday
2208,2024-10-11 00:06:18,Friday
2209,2024-12-13 15:24:40,Friday
2210,2024-09-09 13:24:51,Monday
2211,2024-07-23 20:17:55,Tuesday
2212,2024-05-02 19:59:48,Thursday
2213,2025-02-06 08:41:45,Thursday
2214,2024-07-07 08:35:29,Sunday
2215,2024-11-25 00:10:30,Monday
2216,2024-10-13 20:55:41,Sunday
2217,2024-11-21 06:57:39,Thursday
2218,2025-01-12 19:48:29,Sunday
2219,2024-06-24 20:46:25,Monday
2220,2024-10-27 14:15:42,Sunday
2221,2024-08-27 18:13:52,Tuesday
2222,2024-05-01 07:06:43,Wednesday
2223,2025-02-06 09:35:44,Thursday
2224,2024-11-16 06:37:01,Saturday
2225,2024-11-13 11:22:21,Wednesday
2226,2024-11-07 05:12:05,Thursday
2227,2024-05-31 15:50:17,Friday
2228,2024-07-24 20:09:04,Wednesday
2229,2024-09-10 18:41:04,Tuesday
2230,2025-04-24 01:35:49,Thursday
2231,2024-12-02 03:54:13,Monday
2232,2024-08-04 10:45:28,Sunday
2233,2024-09-11 16:12:40,Wednesday
2234,2024-07-01 15:42:21,Monday
2235,2024-11-26 05:46:12,Tuesday
2236,2024-06-30 03:33:22,Sunday
2237,2024-08-02 08:30:33,Friday
2238,2024-06-28 10:31:33,Friday
2239,2024-09-13 10:57:37,Friday
2240,2024-11-28 21:44:00,Thursday
2241,2024-06-24 22:13:07,Monday
2242,2024-10-28 19:56:29,Monday
2243,2025-04-15 20:44:13,Tuesday
2244,2025-01-07 19:12:27,Tuesday
2245,2024-06-19 17:46:55,Wednesday
2246,2024-06-13 04:57:43,Thursday
2247,2024-05-08 04:14:05,Wednesday
2248,2025-04-08 21:53:19,Tuesday
2249,2024-12-22 19:26:36,Sunday
2250,2025-01-25 02:20:15,Saturday
2251,2024-10-22 02:24:49,Tuesday
2252,2024-08-12 00:46:23,Monday
2253,2024-11-08 11:14:54,Friday
2254,2024-05-13 20:32:10,Monday
2255,2025-04-14 08:42:57,Monday
2256,2025-04-23 07:25:45,Wednesday
2257,2024-08-01 13:27:23,Thursday
2258,2025-01-06 23:58:31,Monday
2259,2025-02-21 09:39:17,Friday
2260,2024-05-01 20:20:17,Wednesday
2261,2024-09-06 11:36:21,Friday
2262,2024-12-29 20:34:19,Sunday
2263,2024-07-19 03:26:29,Friday
2264,2024-11-21 21:13:59,Thursday
2265,2024-06-30 23:18:18,Sunday
2266,2025-04-18 23:28:39,Friday
2267,2025-02-03 02:09:31,Monday
2268,2024-12-16 19:45:34,Monday
2269,2025-03-12 17:24:01,Wednesday
2270,2024-12-12 12:05:39,Thursday
2271,2024-08-18 15:45:04,Sunday
2272,2024-11-12 09:46:30,Tuesday
2273,2025-03-14 04:43:53,Friday
2274,2025-02-07 07:33:27,Friday
2275,2024-09-18 07:07:34,Wednesday
2276,2024-11-25 01:48:55,Monday
2277,2024-12-17 21:08:00,Tuesday
2278,2025-02-23 19:17:21,Sunday
2279,2025-04-24 12:16:37,Thursday
2280,2024-12-21 20:30:04,Saturday
2281,2025-01-15 00:15:05,Wednesday
2282,2025-01-24 10:04:16,Friday
2283,2024-09-08 02:29:43,Sunday
2284,2025-01-31 01:50:46,Friday
2285,2024-11-09 00:21:14,Saturday
2286,2025-03-13 16:32:28,Thursday
2287,2024-08-05 10:51:21,Monday
2288,2024-07-25 00:26:30,Thursday
2289,2024-07-09 00:25:58,Tuesday
2290,2024-10-27 19:01:54,Sunday
2291,2024-09-01 20:37:27,Sunday
2292,2025-01-23 16:31:56,Thursday
2293,2024-09-14 05:28:56,Saturday
2294,2024-08-16 16:47:25,Friday
2295,2024-10-25 22:25:39,Friday
2296,2024-11-30 03:43:38,Saturday
2297,2024-06-11 01:49:47,Tuesday
2298,2024-11-27 06:04:33,Wednesday
2299,2024-08-31 14:26:41,Saturday
2300,2024-12-21 09:22:38,Saturday
2301,2024-05-21 22:34:11,Tuesday
2302,2024-11-04 22:06:51,Monday
2303,2025-04-29 21:44:12,Tuesday
2304,2024-07-08 08:06:13,Monday
2305,2025-03-01 22:41:43,Saturday
2306,2024-07-12 09:16:45,Friday
2307,2025-01-18 13:24:09,Saturday
2308,2025-01-01 11:26:24,Wednesday
2309,2025-04-02 03:52:52,Wednesday
2310,2024-05-15 20:29:57,Wednesday
2311,2024-09-30 05:34:18,Monday
2312,2025-03-24 18:29:37,Monday
2313,2024-05-30 21:14:06,Thursday
2314,2024-12-04 22:31:12,Wednesday
2315,2025-04-28 17:49:32,Monday
2316,2025-03-30 01:57:51,Sunday
2317,2024-10-22 17:58:00,Tuesday
2318,2024-07-17 06:51:24,Wednesday
2319,2025-01-13 05:16:06,Monday
2320,2024-05-08 06:05:02,Wednesday
2321,2024-05-26 11:56:40,Sunday
2322,2024-06-23 06:27:36,Sunday
2323,2024-09-01 18:07:27,Sunday
2324,2024-06-14 13:00:13,Friday
2325,2025-03-22 08:30:36,Saturday
2326,2025-03-17 14:38:18,Monday
2327,2024-06-17 10:17:24,Monday
2328,2025-03-26 09:49:09,Wednesday
2329,2024-05-17 10:28:25,Friday
2330,2024-09-30 03:49:04,Monday
2331,2024-11-17 03:12:52,Sunday
2332,2024-07-07 10:41:01,Sunday
2333,2024-10-25 04:33:39,Friday
2334,2024-08-21 20:32:08,Wednesday
2335,2024-06-24 23:52:20,Monday
2336,2024-06-25 22:59:59,Tuesday
2337,2024-06-29 15:56:17,Saturday
2338,2025-04-05 12:13:51,Saturday
2339,2025-03-29 18:51:05,Saturday
2340,2025-01-30 18:27:17,Thursday
2341,2024-06-28 14:48:59,Friday
2342,2024-08-30 19:51:31,Friday
2343,2024-06-04 12:14:06,Tuesday
2344,2025-02-23 01:42:44,Sunday
2345,2025-01-21 03:16:03,Tuesday
2346,2024-08-11 22:42:15,Sunday
2347,2024-07-22 14:23:39,Monday
2348,2024-09-03 18:53:48,Tuesday
2349,2024-09-11 11:34:10,Wednesday
2350,2025-04-01 17:32:32,Tuesday
2351,2024-11-12 21:17:38,Tuesday
2352,2025-01-15 16:15:41,Wednesday
2353,2024-08-22 11:35:50,Thursday
2354,2024-06-19 17:25:00,Wednesday
2355,2025-03-08 01:02:34,Saturday
2356,2024-05-07 01:11:47,Tuesday
2357,2025-02-21 07:03:27,Friday
2358,2024-12-21 16:37:26,Saturday
2359,2024-05-18 03:15:25,Saturday
2360,2025-03-09 04:52:09,Sunday
2361,2024-05-13 06:11:07,Monday
2362,2024-08-12 12:05:53,Monday
2363,2024-06-13 21:58:23,Thursday
2364,2024-09-21 22:30:54,Saturday
2365,2024-10-27 20:07:39,Sunday
2366,2024-12-19 04:42:47,Thursday
2367,2024-11-02 15:54:57,Saturday
2368,2024-08-12 00:14:18,Monday
2369,2024-05-11 11:34:01,Saturday
2370,2024-06-05 12:08:52,Wednesday
2371,2024-06-16 13:55:43,Sunday
2372,2024-05-02 11:50:42,Thursday
2373,2024-11-05 08:08:27,Tuesday
2374,2025-03-22 10:39:27,Saturday
2375,2025-03-30 00:04:50,Sunday
2376,2024-11-26 09:54:41,Tuesday
2377,2024-08-17 00:31:29,Saturday
2378,2024-05-22 16:23:22,Wednesday
2379,2024-11-12 16:05:13,Tuesday
2380,2025-03-14 22:02:13,Friday
2381,2025-01-01 08:53:59,Wednesday
2382,2025-01-06 01:59:00,Monday
2383,2025-02-05 02:59:58,Wednesday
2384,2025-01-05 22:46:02,Sunday
2385,2024-05-07 21:41:23,Tuesday
2386,2024-12-17 21:12:33,Tuesday
2387,2024-10-01 14:38:00,Tuesday
2388,2025-04-30 13:41:08,Wednesday
2389,2024-11-16 10:46:01,Saturday
2390,2025-04-29 14:03:48,Tuesday
2391,2025-01-12 06:19:32,Sunday
2392,2024-12-14 03:24:56,Saturday
2393,2024-09-27 18:27:05,Friday
2394,2024-06-08 00:09:00,Saturday
2395,2024-10-01 23:03:29,Tuesday
2396,2024-08-14 07:06:51,Wednesday
2397,2025-01-16 19:42:42,Thursday
2398,2025-02-13 08:57:55,Thursday
2399,2024-08-16 20:26:18,Friday
2400,2024-07-20 02:01:56,Saturday
2401,2024-11-21 16:20:53,Thursday
2402,2024-11-23 20:05:44,Saturday
2403,2025-02-03 14:31:45,Monday
2404,2025-01-25 23:52:41,Saturday
2405,2024-10-27 03:59:50,Sunday
2406,2025-03-13 09:27:04,Thursday
2407,2025-02-26 11:55:14,Wednesday
2408,2024-10-08 10:59:30,Tuesday
2409,2025-01-08 04:36:03,Wednesday
2410,2024-10-18 20:53:22,Friday
2411,2024-11-02 18:49:28,Saturday
2412,2024-09-01 23:40:51,Sunday
2413,2024-06-01 17:26:26,Saturday
2414,2024-11-08 04:51:24,Friday
2415,2024-11-10 00:37:31,Sunday
2416,2024-05-04 13:27:12,Saturday
2417,2024-07-01 19:32:34,Monday
2418,2024-05-17 22:13:04,Friday
2419,2025-01-04 12:00:36,Saturday
2420,2025-03-23 22:25:16,Sunday
2421,2024-08-31 09:53:13,Saturday
2422,2025-04-22 14:05:01,Tuesday
2423,2024-09-04 15:05:54,Wednesday
2424,2025-01-15 17:56:35,Wednesday
2425,2025-01-19 17:41:21,Sunday
2426,2024-06-25 03:51:04,Tuesday
2427,2024-11-23 04:33:51,Saturday
2428,2024-06-03 15:35:35,Monday
2429,2024-05-29 23:42:22,Wednesday
2430,2024-10-24 11:05:49,Thursday
2431,2025-04-10 09:39:11,Thursday
2432,2024-09-06 07:41:14,Friday
2433,2024-10-10 21:24:14,Thursday
2434,2024-09-24 12:48:30,Tuesday
2435,2024-08-29 23:13:08,Thursday
2436,2024-06-11 06:43:30,Tuesday
2437,2025-02-14 19:50:05,Friday
2438,2024-11-27 08:54:35,Wednesday
2439,2025-03-31 23:01:50,Monday
2440,2025-04-14 07:24:46,Monday
2441,2024-11-11 02:40:32,Monday
2442,2025-01-25 15:24:58,Saturday
2443,2025-01-29 12:27:35,Wednesday
2444,2025-01-12 10:06:47,Sunday
2445,2025-03-02 19:59:54,Sunday
2446,2025-02-05 16:00:44,Wednesday
2447,2025-01-13 10:27:41,Monday
2448,2024-07-11 02:56:56,Thursday
2449,2024-05-04 12:25:24,Saturday
2450,2024-08-21 01:37:48,Wednesday
2451,2025-03-03 04:18:01,Monday
2452,2025-02-24 10:06:36,Monday
2453,2024-08-13 00:37:02,Tuesday
2454,2024-10-13 14:51:23,Sunday
2455,2025-02-04 17:25:41,Tuesday
2456,2024-08-02 19:35:42,Friday
2457,2025-04-12 02:55:50,Saturday
2458,2024-11-28 03:34:38,Thursday
2459,2025-03-26 05:25:58,Wednesday
2460,2025-04-19 13:57:21,Saturday
2461,2025-03-23 10:24:38,Sunday
2462,2024-11-24 02:45:14,Sunday
2463,2024-11-12 04:35:40,Tuesday
2464,2024-05-07 21:25:10,Tuesday
2465,2024-08-02 20:28:50,Friday
2466,2024-05-27 00:34:48,Monday
2467,2024-11-28 23:01:42,Thursday
2468,2025-02-25 00:05:42,Tuesday
2469,2024-05-18 02:05:27,Saturday
2470,2024-10-23 09:37:12,Wednesday
2471,2024-05-12 05:41:24,Sunday
2472,2024-12-02 16:09:59,Monday
2473,2024-11-23 17:50:40,Saturday
2474,2024-09-15 20:55:21,Sunday
2475,2024-09-29 08:27:05,Sunday
2476,2024-05-06 01:03:05,Monday
2477,2024-12-13 23:08:05,Friday
2478,2025-01-21 23:06:13,Tuesday
2479,2024-09-09 23:12:05,Monday
2480,2024-10-06 08:30:33,Sunday
2481,2024-06-22 10:36:02,Saturday
2482,2024-06-14 12:56:01,Friday
2483,2024-11-17 02:32:23,Sunday
2484,2024-10-14 23:14:54,Monday
2485,2024-11-11 05:45:06,Monday
2486,2025-02-05 01:27:55,Wednesday
2487,2024-06-05 07:29:34,Wednesday
2488,2025-01-05 10:15:24,Sunday
2489,2024-08-24 22:14:32,Saturday
2490,2024-11-14 23:37:11,Thursday
2491,2024-10-21 11:47:15,Monday
2492,2025-03-14 23:11:51,Friday
2493,2025-04-16 02:28:15,Wednesday
2494,2025-01-22 06:18:48,Wednesday
2495,2025-02-10 00:07:12,Monday
2496,2025-03-17 23:25:09,Monday
2497,2024-10-07 10:00:07,Monday
2498,2024-08-27 07:10:13,Tuesday
2499,2024-07-03 11:56:43,Wednesday
2500,2024-09-17 21:46:40,Tuesday
2501,2025-04-12 06:45:24,Saturday
2502,2024-10-31 05:49:50,Thursday
2503,2024-05-29 03:19:25,Wednesday
2504,2025-04-15 01:13:44,Tuesday
2505,2024-09-04 01:31:47,Wednesday
2506,2025-01-12 00:37:41,Sunday
2507,2025-03-27 07:11:09,Thursday
2508,2025-04-08 21:31:19,Tuesday
2509,2025-03-22 02:55:08,Saturday
2510,2024-10-02 09:32:43,Wednesday
2511,2025-01-22 21:59:22,Wednesday
2512,2024-10-20 05:32:38,Sunday
2513,2024-07-29 03:15:31,Monday
2514,2025-02-17 17:36:21,Monday
2515,2024-09-26 23:22:12,Thursday
2516,2024-10-01 19:31:09,Tuesday
2517,2024-09-21 17:07:04,Saturday
2518,2024-08-13 08:22:02,Tuesday
2519,2024-08-23 07:32:04,Friday
2520,2024-08-23 19:14:06,Friday
2521,2024-08-11 17:28:58,Sunday
2522,2024-07-23 02:43:34,Tuesday
2523,2025-02-23 12:36:20,Sunday
2524,2024-11-13 21:14:32,Wednesday
2525,2024-08-24 00:35:55,Saturday
2526,2024-06-02 09:41:31,Sunday
2527,2025-02-12 17:26:42,Wednesday
2528,2024-10-12 15:11:10,Saturday
