post_id,user_id,time_id,brand_id,language_id,sentiment_id,sentiment_score,likes_count,shares_count,comments_count,impressions,engagement_rate,buzz_change_rate,sentiment_score,toxicity_score,user_past_sentiment_avg,user_engagement_growth
drfcne73krbb,user_34uf65ba,2566,1976,2,3,-0.9918,734,658,542,59948,0.03226,-54.0,-0.9918,0.1626,-0.8346,-0.1118
w1aexddzlzgb,user_ypysgut7,2567,1977,2,3,-0.6611,221,926,3,39091,0.02941,90.5,-0.6611,0.7183,0.0529,0.2669
3ojp1sokgib7,user_4fkipf9h,2568,1224,1,1,0.6653,4209,1308,59,40359,0.13816,-30.8,0.6653,0.7782,-0.406,-0.1512
qgm2e7czpxpo,user_8mwym866,2569,674,8,5,0.8973,3994,916,552,44129,0.12377,67.3,0.8973,0.7379,0.8216,0.0937
lfh9cmmwhklq,user_py3bb5it,2570,1978,5,2,-0.5826,2906,511,616,66005,0.0611,55.2,-0.5826,0.9787,-0.6324,0.4737
oriq4ef1bgpd,user_59qd0dh4,2571,1979,9,3,-0.8446,4214,1151,0,75814,0.07076,61.2,-0.8446,0.9622,-0.1865,0.2413
g9sbl5ubcfy6,user_oorednj7,2572,1980,2,9,0.614,1986,245,680,55561,0.05239,-35.2,0.614,0.3866,-0.4203,0.4651
i7wl22yqjjau,user_ugwp3csv,2573,1981,10,3,-0.9864,1975,402,243,90716,0.02888,80.5,-0.9864,0.9926,-0.5298,0.4352
jlnkn4sr99bo,user_mbne6l2t,2574,220,1,13,0.126,3903,101,922,93215,0.05284,-93.1,0.126,0.0644,-0.2913,0.182
hpyhnt7gqpit,user_09ef49cg,2575,930,2,1,0.8212,2187,1046,381,97907,0.03691,69.9,0.8212,0.8342,0.7506,0.1132
ielreenssm74,user_oxe57w9z,2576,1812,2,4,-0.4121,4,492,988,36304,0.04087,-29.2,-0.4121,0.301,-0.6482,0.3465
f6a1zae4chmb,user_oudpq98k,2577,1485,8,12,-0.5379,3348,691,644,83706,0.05594,-95.6,-0.5379,0.7409,-0.4033,-0.3839
19pvgp6ymvh6,user_86c1ss27,2578,1982,3,12,-0.547,1306,1162,668,9062,0.34606,-19.7,-0.547,0.1831,-0.5402,-0.4986
uzrds4y863zr,user_g1amosrk,2579,403,7,9,0.283,4106,1231,636,93093,0.06416,-66.5,0.283,0.5689,-0.7481,0.3078
955kc8nvqnxi,user_s4kbuvwj,2580,1983,10,1,0.665,1731,434,414,16361,0.15763,95.2,0.665,0.7556,-0.5377,0.4671
9wzf0u618m0q,user_br01uo22,2581,1984,2,6,-0.2561,3215,1338,718,13516,0.38998,11.1,-0.2561,0.8977,-0.2105,0.1231
zw4d95vmixc7,user_s8j69t1k,2582,1838,2,6,-0.2392,853,1479,323,72022,0.03686,4.1,-0.2392,0.3191,-0.308,-0.1461
stld5wqfdftk,user_ysboqq66,2583,1985,1,11,-0.0458,3341,62,354,85933,0.04372,-51.8,-0.0458,0.7548,-0.611,0.2198
qvutd4mwiwco,user_u0zecxpy,2584,1986,6,3,-0.4477,4239,1461,301,10992,0.54594,14.5,-0.4477,0.3106,0.4467,0.2901
5n3vl9x3q5mi,user_1qoxzezv,2585,1987,4,4,-0.3557,3529,765,550,6851,0.70705,-77.1,-0.3557,0.8544,-0.1933,-0.2345
0gqvtg7v93cr,user_xyvxp8vz,2586,896,7,6,-0.3528,4916,536,566,55027,0.10936,38.5,-0.3528,0.6739,-0.8309,0.134
vtv4pbr4pipx,user_jqj3bhwt,2587,1954,1,12,-0.6213,1900,1470,961,19154,0.22611,-95.1,-0.6213,0.3373,-0.2745,0.46
bziol0c4rfsc,user_5o5wouue,2588,1988,4,14,0.0851,2732,263,310,91916,0.03595,-63.2,0.0851,0.2566,-0.812,0.3647
pr971ewbjj7g,user_goe9vivs,2589,1989,10,1,0.7554,1163,1932,850,93856,0.04203,-19.7,0.7554,0.194,-0.0674,0.2545
8r5zv8bquvzt,user_ejmuaxap,2590,1990,4,9,0.7678,180,1077,651,55409,0.03443,90.9,0.7678,0.9592,0.7943,-0.1981
4up2ql57io9r,user_7bw6w1a8,2591,1991,4,8,0.527,4997,7,512,99538,0.05541,46.4,0.527,0.0908,0.0604,-0.0716
eot4i031ukw7,user_qrkyi8zi,2592,1992,9,9,0.8177,2148,1930,630,35139,0.13398,-9.5,0.8177,0.0936,-0.7812,-0.3303
epke9dcebbr1,user_5fls2u9m,2593,1427,5,4,-0.5876,3224,1165,266,17682,0.26326,55.9,-0.5876,0.1467,-0.5247,-0.1142
ybszqvvsoln1,user_ptq0ekye,2594,635,2,3,-0.9011,638,1715,707,34843,0.08782,57.2,-0.9011,0.5142,0.9524,0.4938
05brezrsiug5,user_fwhyqrca,2595,1993,3,15,0.034,2598,1843,656,15867,0.32123,68.3,0.034,0.6219,0.154,0.2511
r5bb2v59738m,user_kfrqq8w6,2596,97,1,7,0.7234,1305,1859,707,14864,0.26042,-7.2,0.7234,0.5222,-0.6203,0.251
04iwf2vu1gfy,user_h5fwdkyu,2597,1994,4,10,-0.0996,2978,1553,597,95987,0.05342,-33.0,-0.0996,0.9254,-0.7366,-0.1256
yf0baqhazp8m,user_vovxbwv4,2598,1995,7,13,0.106,154,281,807,7558,0.16432,-2.5,0.106,0.6153,-0.6213,-0.2634
yzffklu8rg5b,user_joyosiog,2599,1996,6,5,0.961,1260,825,686,89285,0.03103,76.3,0.961,0.1285,0.6974,-0.1211
zdkaebi6026a,user_cefdffxn,2600,1997,3,14,0.0433,3177,347,795,30786,0.14029,-27.7,0.0433,0.9839,0.6906,0.2713
eqwb6zm4pp90,user_2wtpi789,2601,1706,1,9,0.3267,4446,157,23,52867,0.0875,86.9,0.3267,0.7162,0.3509,-0.2075
ly0mmd0x1v6b,user_chmrsuph,2602,1998,6,6,-0.5445,2501,389,175,26191,0.11702,80.8,-0.5445,0.9125,0.2987,-0.1373
ofe0emctd8wa,user_wlnldyye,2603,1999,4,7,0.6422,4588,1035,991,1871,3.535,-3.4,0.6422,0.5325,-0.3068,-0.2144
7ptigqveamt1,user_q9481rcb,2604,2000,2,3,-0.9664,668,487,384,18147,0.0848,-86.9,-0.9664,0.4402,0.6104,-0.195
02vdvvsovgsk,user_1t8rb4lt,2605,2001,3,4,-0.5482,3772,1780,937,94061,0.06898,-22.6,-0.5482,0.8444,0.7777,0.4499
zuqnr6wpm38a,user_xeq1wcjk,2606,2002,6,7,0.689,2993,234,982,16118,0.26113,-31.0,0.689,0.7716,-0.2555,-0.4846
4uj8jjy0sext,user_owok8n38,2607,2003,4,6,-0.5509,2028,653,597,2002,1.63736,-76.5,-0.5509,0.32,-0.9526,-0.2475
j05xlwd7vwv3,user_r0e52nhy,2608,339,6,6,-0.9464,3306,125,126,54329,0.06547,-18.5,-0.9464,0.9661,0.1654,-0.0007
0qbhjfocmfhw,user_d30fgzay,2609,2004,5,6,-0.3484,4864,1484,618,58152,0.11978,33.4,-0.3484,0.2101,-0.2774,-0.4091
zqn6gpn7vu7k,user_8qlb92hi,2610,2005,2,9,0.8321,1936,1814,928,47860,0.09774,-58.0,0.8321,0.5014,-0.5712,0.0474
gm1npqbslpt6,user_w3pdqtk3,2611,2006,7,5,0.3927,1178,1964,222,73170,0.04597,-72.0,0.3927,0.865,0.2707,-0.1788
ucxe3clns12c,user_tl3fefo0,2612,2007,9,1,0.3979,3049,782,351,93608,0.04467,-71.0,0.3979,0.6049,0.0224,0.453
vu2zmog6qicq,user_x5u2i4v1,2613,329,3,15,0.128,2153,244,989,57774,0.0586,4.5,0.128,0.3654,-0.6306,-0.2219
qecshjwtriqj,user_pywq9u0v,2614,1634,10,5,0.7128,1483,1811,798,64001,0.06393,66.8,0.7128,0.4801,-0.1761,0.1664
eaonp37j0on3,user_2ezvg796,2615,2008,5,7,0.7583,1829,78,98,53299,0.03761,25.8,0.7583,0.1424,0.0904,-0.3816
466t5yuijwdw,user_oj02wstg,2616,372,10,10,0.0838,2666,56,662,93563,0.03616,97.3,0.0838,0.3264,0.4894,0.4422
1j7s3ctzzs6q,user_aqe9wzh2,2617,2009,1,10,-0.1809,805,1664,27,6062,0.41174,-65.1,-0.1809,0.832,-0.1122,-0.124
ldnqymins7f1,user_5u7ucpml,2618,2010,5,9,0.9983,2577,77,880,66812,0.05289,-52.8,0.9983,0.6053,0.6084,0.2036
k0z613uxh8be,user_osstcta5,2619,808,6,6,-0.908,3684,216,400,8399,0.51196,-46.1,-0.908,0.4124,-0.8548,0.2268
wvil0aobg2r2,user_6lfv5v73,2620,2011,7,6,-0.8522,856,51,134,76718,0.01356,5.6,-0.8522,0.4336,-0.0566,-0.3861
txkyo1gek5p3,user_5izmx4d7,2621,2012,9,7,0.4707,4437,1066,503,22772,0.26374,-59.3,0.4707,0.1584,0.4267,0.3829
hec8z281z8ff,user_sktg40x9,2622,261,6,2,-0.28,4921,633,613,30867,0.19979,87.3,-0.28,0.5017,-0.3148,0.1948
gf187w129dtt,user_yamc9r2q,2623,2013,3,5,0.7615,139,183,331,97848,0.00667,-76.1,0.7615,0.3056,-0.8301,-0.3458
2omrnb29ncu9,user_9aoh1zgk,2624,2014,3,5,0.7927,1244,1131,40,36665,0.06586,-91.5,0.7927,0.4187,0.9986,-0.4352
4itkqa4aw9gp,user_4dfjcewn,2625,2015,5,14,-0.1633,2408,1108,951,45919,0.09727,-10.9,-0.1633,0.1567,-0.7437,0.4835
bmku4izgrvry,user_tavnbvng,2626,2016,4,1,0.5732,4347,1465,182,24463,0.24502,-45.9,0.5732,0.0123,0.2538,0.4236
fqn02hf34zbg,user_nfj4jqq2,2627,2017,5,5,0.6409,4679,465,288,4538,1.197,-90.9,0.6409,0.3789,0.6074,0.4239
uafxc1m3dvva,user_14ibkds2,2628,2018,9,1,0.4062,3538,780,812,49754,0.1031,-21.3,0.4062,0.494,0.1978,-0.2828
x7q1or5v6vme,user_ep20r6t6,2629,1259,7,6,-0.3274,954,1608,442,5638,0.53281,-43.4,-0.3274,0.1232,-0.8343,0.2707
k4h9hkpjwejx,user_wtde66xv,2630,1724,8,14,0.1504,4496,889,566,74861,0.07949,-33.6,0.1504,0.3233,0.4071,-0.2009
ikodeinxsgbb,user_zulie2zr,2631,1003,3,3,-0.2986,4407,1528,589,21094,0.30928,-73.1,-0.2986,0.7146,0.0961,-0.2184
385fg5ojvgrh,user_yhkk65jx,2632,2019,10,3,-0.6278,2245,491,530,19491,0.16756,59.7,-0.6278,0.6207,0.5453,-0.2824
u7o74jr6m3s4,user_75isx5mp,2633,65,2,15,-0.1389,183,405,781,43650,0.03136,11.0,-0.1389,0.7367,-0.2871,0.2123
u7ddbg3op5vk,user_zu9vumo2,2634,1526,7,1,0.5743,4553,901,167,2472,2.27386,-65.7,0.5743,0.9647,0.3071,0.2924
4qyvx4r14q9s,user_0adf085x,2635,2020,1,13,-0.1738,2142,1572,35,38264,0.09797,86.4,-0.1738,0.106,0.1371,-0.1067
poq6v7dagzd0,user_899akaq6,2636,1604,6,9,0.2498,4141,127,876,59141,0.08697,-86.2,0.2498,0.3618,-0.198,-0.3564
92dfkf8syndi,user_vj71qkj3,2637,314,9,6,-0.8102,702,1055,241,2840,0.70352,-63.6,-0.8102,0.0074,0.5397,-0.3075
kb9dfx1x1rzk,user_6p04hxvx,2638,1414,4,12,-0.7983,1115,1208,575,25634,0.11305,-49.1,-0.7983,0.8126,0.5136,0.4792
gkjeivaepb7w,user_xkgplwpj,2639,1287,4,8,0.7986,3047,97,276,86752,0.03942,96.2,0.7986,0.4119,0.2026,-0.0629
kaziszb9plb8,user_gvmfm7go,2640,680,9,2,-0.2692,195,831,266,53936,0.02395,-7.7,-0.2692,0.8485,0.0582,-0.3312
jc1kfdu4vs3l,user_msoy58pv,2641,1403,6,9,0.3867,4528,400,945,50920,0.11533,-65.1,0.3867,0.2401,0.4113,-0.4314
vnqiowe4j9w2,user_54kmezcv,2642,2021,8,5,0.6743,503,1278,502,52920,0.04314,-80.8,0.6743,0.7338,-0.7745,0.2561
gzvjlm4lphz3,user_3qp8cvcv,2643,787,2,2,-0.7366,1366,1503,456,50411,0.06595,84.9,-0.7366,0.0654,-0.3866,0.4684
4o3j5qkcuuai,user_u4y8r34s,2644,1328,6,2,-0.3937,3675,903,335,99788,0.04923,84.3,-0.3937,0.5441,-0.8108,-0.2697
wyepixrw3jpb,user_29s6se3p,2645,2022,9,14,0.0978,2903,1070,51,98234,0.04096,-44.5,0.0978,0.2735,-0.4776,0.0592
ibbh7fxoe9ae,user_t6bz5wlu,2646,1505,2,1,0.3374,3000,1584,849,7358,0.73837,54.9,0.3374,0.2705,0.9594,-0.1313
75tvk1b8gwd1,user_lg859qob,2647,69,10,2,-0.5517,2603,817,764,61629,0.06789,5.9,-0.5517,0.2963,-0.3532,0.4237
0zzp4ceqp99e,user_99lll2oo,2648,1831,5,12,-0.644,4644,1481,477,83436,0.07912,-96.9,-0.644,0.7292,0.2933,-0.3492
rjuq65bm97zj,user_8mm6yqbh,2649,2023,5,6,-0.4991,123,1405,730,41496,0.05441,9.9,-0.4991,0.8737,0.1829,0.3922
tu4llsshbeik,user_cwpxxd4d,2650,2024,1,7,0.4349,4966,1083,460,14125,0.46081,-26.6,0.4349,0.0179,0.6545,0.0905
v9t83lzops1e,user_hngdacsg,2651,1961,1,6,-0.2449,862,238,366,71046,0.02063,55.9,-0.2449,0.7691,-0.359,-0.1843
rhzbon3pu2f5,user_ha9bzru4,2652,2025,7,4,-0.9399,3785,1997,220,71612,0.08381,3.3,-0.9399,0.7454,-0.076,0.2936
yadovzgoeeoj,user_6n49y1ml,2653,2026,3,2,-0.6993,1763,1008,990,22891,0.1643,-86.2,-0.6993,0.1952,0.4892,0.2493
j6a2elycs2hn,user_fq9jpasq,2654,359,8,4,-0.2143,3519,538,260,53289,0.08101,87.1,-0.2143,0.2577,0.0459,0.0132
zuemptlbk01x,user_sq9h8bzx,2655,2027,5,2,-0.5064,4220,283,682,47806,0.10845,-64.3,-0.5064,0.3805,0.8032,-0.4114
sdozkennjmg3,user_z0vglocz,2656,2028,4,6,-0.8775,3324,903,908,28505,0.18014,-76.5,-0.8775,0.5685,0.0216,-0.4531
hal9irkzyp7g,user_wellrlxp,2657,2029,8,4,-0.8003,1621,928,471,76249,0.0396,71.5,-0.8003,0.9559,-0.9543,-0.3952
9sdpn3p93e9t,user_ct3miy5g,2658,1150,6,3,-0.5863,3768,300,764,44845,0.10774,47.8,-0.5863,0.1809,-0.8362,0.027
k9hebesp76on,user_ctw8aq42,2659,2030,6,9,0.9365,2226,447,773,22628,0.15228,-21.5,0.9365,0.6547,-0.3863,0.3388
005g54tmt26m,user_y0fpqn3a,2660,2031,3,7,0.4853,997,594,571,86208,0.02507,63.4,0.4853,0.3187,-0.4343,0.3306
onfutzc5j27o,user_nnisqrpv,2661,2032,8,7,0.7243,2994,1459,487,8310,0.59446,91.2,0.7243,0.5164,0.0653,-0.3735
ec49f8dymkvn,user_secmg9sz,2662,2033,10,7,0.6559,3696,650,312,69866,0.06667,-92.2,0.6559,0.2779,-0.1585,-0.4381
uj6p0712dxnc,user_rr3i1y7a,2663,814,3,9,0.8419,314,1179,48,71862,0.02144,33.0,0.8419,0.6152,-0.996,-0.4475
dqqgbmxpfqan,user_uebsazy3,2664,1180,10,12,-0.5073,2562,757,789,22587,0.18187,-2.9,-0.5073,0.8313,-0.5452,-0.2453
1l4ohvi1wxgr,user_2ri69st5,2665,1543,7,7,0.2701,2015,1919,922,71031,0.06836,70.5,0.2701,0.815,0.4853,0.2442
q0pr2o1qvpll,user_klnyiozr,2666,2034,6,3,-0.2039,1767,108,419,90091,0.02546,19.2,-0.2039,0.9494,0.3121,-0.2397
ld9v2smiaeop,user_1zb5tdb7,2667,2035,9,10,-0.1685,3269,406,416,99098,0.04128,37.8,-0.1685,0.284,-0.5396,0.1759
uyyau8vk54wo,user_2koka0m6,2668,2036,2,2,-0.3339,907,1687,754,75061,0.0446,-84.0,-0.3339,0.4228,0.1716,0.2433
9pzrt8ahqmwt,user_gyt4db9z,2669,1627,7,5,0.5567,932,1798,666,91722,0.03702,35.4,0.5567,0.5974,0.6058,-0.4441
03yhlrdbjavf,user_k14alydw,2670,2037,5,7,0.5718,2508,1340,816,79266,0.05883,9.7,0.5718,0.6461,-0.1695,0.098
unz5f1gxxug7,user_o1lsgzxi,2671,2038,1,4,-0.3708,4997,1275,343,87574,0.07553,-36.6,-0.3708,0.8445,-0.89,-0.1029
rxk54fd423cf,user_n9dqs3cc,2672,2039,6,1,0.7356,1097,1475,449,71681,0.04214,70.2,0.7356,0.3729,0.333,0.4185
thbzx2zws1rg,user_961lhazy,2673,1761,8,8,0.6115,3240,1630,272,48504,0.10601,20.3,0.6115,0.2833,0.1807,-0.1819
vxnhizwafwib,user_ishux5fb,2674,2040,7,13,-0.1452,3513,1470,422,38151,0.14167,-34.9,-0.1452,0.8607,-0.8451,-0.2452
ls5vea5ts9h1,user_afskxvhs,2675,2041,4,10,-0.0626,1696,324,170,94220,0.02324,24.4,-0.0626,0.0786,0.7981,-0.0626
lq9p5p4mc65l,user_2wy1g2f0,2676,2042,3,3,-0.2954,4373,231,479,1749,2.90623,47.2,-0.2954,0.0701,-0.9701,-0.228
vt6oncyx02a3,user_653h4bmg,2677,1289,7,13,0.1113,4744,1039,669,71734,0.08994,84.2,0.1113,0.6397,0.945,-0.4091
i7665qccz3x5,user_l4c0brxi,2678,2043,4,7,0.4759,3330,1235,191,73567,0.06464,43.5,0.4759,0.1318,0.9942,-0.2052
e0j7wpow1m8t,user_klq7yk93,2679,2044,1,2,-0.9045,965,1221,357,89937,0.02827,36.5,-0.9045,0.438,0.2052,-0.3626
3abh11d0ce7f,user_6q8ccfks,2680,2045,9,13,0.1552,4342,1938,966,51914,0.13957,-3.5,0.1552,0.2215,-0.4763,0.2461
4eyl0q7k6aad,user_q4phbrfs,2681,2046,1,3,-0.6415,4820,958,152,85587,0.06928,-95.9,-0.6415,0.7779,0.7924,0.1889
v3t01hguvsdp,user_b5kfm0uh,2682,2047,2,15,0.0514,318,433,580,99183,0.01341,86.4,0.0514,0.6769,0.5851,-0.4347
4p7oj4wjlgi2,user_x7zqqd1o,2683,2048,2,8,0.98,1877,536,236,24097,0.10993,86.5,0.98,0.237,0.3183,0.1773
6ggncvzl2r2a,user_02yc2jn9,2684,1981,8,14,0.1937,4396,346,96,93292,0.05185,42.4,0.1937,0.4076,-0.803,-0.1251
69vgqpp7p1f6,user_v2oegm6l,2685,346,1,5,0.9665,1457,252,807,9052,0.27794,-14.8,0.9665,0.6846,-0.3217,-0.0691
bvwpmy24vx30,user_c2tfuv1t,2686,2049,2,13,-0.0747,1170,377,58,11457,0.14008,58.3,-0.0747,0.559,0.8622,0.3634
agejkseco5zd,user_6dbkfnjn,2687,2050,1,9,0.9759,9,294,943,60393,0.02063,50.2,0.9759,0.5391,-0.1042,0.1529
wdo8ouwslhl8,user_h8yki15d,2688,2051,8,7,0.745,3725,174,844,22929,0.20685,-13.3,0.745,0.6211,0.1116,0.1655
qkcvxlxkmm8t,user_bnf5t5ap,2689,2052,4,5,0.8963,2669,1946,511,32636,0.15706,-24.1,0.8963,0.231,0.9235,-0.079
518cf1bx5jz1,user_o4keyfp5,2690,1404,1,2,-0.6085,420,255,433,39941,0.02774,96.1,-0.6085,0.2925,-0.529,-0.393
gckjezk0tefr,user_yxh1hxwr,2691,2053,2,3,-0.8153,4750,793,252,23824,0.24324,35.4,-0.8153,0.1416,-0.0944,0.0698
amtxw1hjt99q,user_rcifujyv,2692,1242,7,6,-0.333,3374,989,638,4544,1.10057,22.0,-0.333,0.0599,-0.7746,0.2875
4ydjnr49jcp0,user_tzfb8v1q,2693,2054,4,8,0.9602,197,448,736,77359,0.01785,32.9,0.9602,0.9021,-0.5853,0.206
cyo8ezy60524,user_x8qxcso1,2694,2055,5,2,-0.6427,3010,530,320,34469,0.11198,-62.3,-0.6427,0.2375,-0.6826,-0.4763
odz32faf7roq,user_omnspkh4,2695,2056,6,5,0.7083,592,573,388,19411,0.08,-33.4,0.7083,0.9279,0.1306,0.2313
klmyx98guitz,user_wmjithi2,2696,2057,10,9,0.4896,3956,611,414,63956,0.07788,24.4,0.4896,0.9949,-0.2073,-0.4351
cswc3qbwyvw3,user_gljyx3sm,2697,2058,7,12,-0.6365,2720,281,273,53413,0.06129,69.3,-0.6365,0.6676,-0.9532,-0.4911
tvwb3umibi4k,user_63a34ece,2698,2059,10,12,-0.5139,3016,1797,81,87665,0.05582,-45.3,-0.5139,0.9658,0.6262,0.1834
i1ac8qkl84zo,user_y9bjiho1,2699,614,10,9,0.2136,4221,1332,625,74720,0.08268,87.6,0.2136,0.3503,0.7882,-0.3879
f4kl55bugn8u,user_ht3ez4w2,2700,1150,8,11,-0.0096,1771,939,648,36935,0.09091,97.2,-0.0096,0.5346,-0.323,0.4602
nt8pff9xuzy5,user_cjkd8dna,2701,16,2,14,-0.03,2773,1031,729,37742,0.1201,7.2,-0.03,0.5792,0.586,0.0585
0aadeurlblbq,user_azysdwyx,2702,2060,6,9,0.3234,2673,1617,541,36883,0.13098,-87.8,0.3234,0.1848,-0.9309,-0.2943
126l8riadfj2,user_buos9jwt,2703,2061,10,5,0.9384,2862,808,995,35686,0.13072,33.5,0.9384,0.6754,-0.5448,0.1378
8nx5ury0epso,user_stdim1uf,2704,263,9,13,0.0228,2912,992,768,13862,0.33703,12.4,0.0228,0.7275,-0.8348,-0.027
3hgm81zdbhb6,user_mxo3vga5,2705,2062,9,1,0.9279,279,1385,999,67085,0.03969,-52.3,0.9279,0.7881,-0.7298,-0.126
2ioy6gi9l201,user_iftmmp0f,2706,606,8,2,-0.5013,4273,883,294,29245,0.18635,5.5,-0.5013,0.4292,0.7455,-0.1705
46oxf1dz4twp,user_mi33i6il,2707,1850,7,6,-0.7996,2907,422,77,35490,0.09597,-23.6,-0.7996,0.6532,0.6266,-0.1127
sy2j7p4h2pbw,user_3987mcuc,2708,1012,8,2,-0.9696,316,1292,809,84132,0.02872,-58.8,-0.9696,0.4473,0.0628,-0.053
l55f6wbgd3a5,user_m9idq9i2,2709,2063,3,3,-0.4503,90,316,213,22335,0.02771,84.1,-0.4503,0.3463,-0.286,-0.244
4e5hbmsn5aei,user_21t39k1j,2710,157,3,8,0.708,4852,523,155,29790,0.18563,-10.7,0.708,0.759,-0.9017,-0.2291
g9r6ard5ustt,user_7b9yk2l2,2711,2064,5,1,0.6924,3271,1370,965,31439,0.17831,-59.4,0.6924,0.995,0.3074,0.4264
vohypo4m3lpn,user_3xbl4hsa,2712,1842,1,8,0.5618,584,178,117,7567,0.11616,98.4,0.5618,0.6817,-0.5448,0.4114
6bic62w9kayi,user_yxutljgx,2713,694,2,7,0.4911,599,1679,469,20286,0.13541,-31.1,0.4911,0.8274,0.1344,0.2162
dd2xw5nzaj4z,user_cwyzv335,2714,2065,1,7,0.2814,4530,1419,751,63080,0.10621,-36.6,0.2814,0.8717,0.2961,-0.3475
qjy9qyjj2g90,user_0tt19z03,2715,2066,2,15,-0.151,2716,491,741,37121,0.10635,48.2,-0.151,0.5903,-0.4277,0.3322
8h5gtwsgpmqm,user_11ce3y89,2716,2067,9,9,0.7732,3022,947,250,25172,0.1676,-28.4,0.7732,0.2339,0.1802,-0.2245
vw7tokhy1g80,user_97fe1at9,2717,573,10,5,0.7383,2705,1701,772,28270,0.18316,34.9,0.7383,0.6696,0.0888,0.3847
yn6xcol2vnqw,user_3bwjy5u6,2718,2068,6,12,-0.2983,1403,1147,266,32431,0.08683,-83.0,-0.2983,0.5017,-0.6219,-0.48
8bk2ggm9d1hb,user_5443uj8l,2719,569,10,13,-0.1624,2829,494,789,26826,0.15328,-22.8,-0.1624,0.2286,0.0744,-0.193
p47bonqr7ill,user_hb8d24pd,2720,2069,5,4,-0.8673,2253,1677,117,91679,0.04414,5.3,-0.8673,0.9854,-0.2178,-0.3921
1p7b1997q3ok,user_m8ugzwzb,2721,827,1,12,-0.7728,3227,442,307,59020,0.06736,-17.6,-0.7728,0.1687,0.5136,0.1956
wspzh4jql6ij,user_gntgy40h,2722,44,9,4,-0.7712,2339,1602,886,74483,0.0648,48.1,-0.7712,0.3668,0.1726,-0.3538
fx179j9mqio0,user_uqdu578a,2723,2070,8,9,0.7176,695,1371,300,74248,0.03186,50.1,0.7176,0.2308,0.5756,-0.4458
lo2lg5xetqsy,user_g6ejx2w7,2724,2071,7,9,0.4918,2266,466,332,35408,0.08653,73.1,0.4918,0.0794,-0.6154,-0.3862
x2b9hxt4m9q7,user_33m2g0tz,2725,2072,6,9,0.862,3234,890,11,82603,0.05005,27.6,0.862,0.8225,0.0356,0.0432
oxzcj6rg7trc,user_znq29itw,2726,1713,5,5,0.9197,3654,23,775,74272,0.05994,68.4,0.9197,0.9755,0.1222,0.1679
rq3t6tbqsnb2,user_5xawf861,2727,2073,10,3,-0.2078,1847,261,40,7660,0.28041,-49.0,-0.2078,0.3885,-0.0519,0.2559
vt51a5tcvhre,user_f5gc2qob,2728,789,3,10,0.0437,2892,742,503,15376,0.26905,-33.7,0.0437,0.8529,0.008,0.1461
2gacgljmeito,user_lm1hieaz,2729,2074,8,9,0.625,1218,1154,47,48369,0.05001,-99.5,0.625,0.7948,-0.589,-0.4521
ro3afl7bph13,user_eaa16pw1,2730,2075,2,4,-0.9899,1129,943,129,44821,0.0491,53.8,-0.9899,0.7194,-0.7958,0.033
w2146ulwvhoa,user_q14qj351,2731,1471,7,3,-0.5224,3938,488,515,46039,0.10732,80.1,-0.5224,0.1011,0.4623,0.376
3zuxrmvaon22,user_rz551kej,2732,39,3,4,-0.2324,1156,136,112,10152,0.13829,-80.7,-0.2324,0.8837,0.471,-0.2045
gj7v623ak5p6,user_dfogxwx0,2733,2062,9,3,-0.2468,62,1762,959,97463,0.02855,38.7,-0.2468,0.1947,0.5049,0.1178
wea190iuml27,user_n2up23b7,2734,2076,4,8,0.2349,4488,763,292,14971,0.37024,-5.6,0.2349,0.3333,0.4895,0.2752
cir7dtkcgssd,user_9cfin9wl,2735,26,1,5,0.9483,2211,426,362,57172,0.05245,59.9,0.9483,0.9717,0.5935,0.2945
xzcdhxuct11v,user_k5n8cp6d,2736,2077,5,4,-0.5482,1529,1146,40,13476,0.20146,50.1,-0.5482,0.5057,0.6942,0.0644
u3h69x28ybxo,user_1avs4dpx,2737,1703,1,12,-0.53,1290,1713,920,89011,0.04407,-83.4,-0.53,0.4544,0.7405,-0.2803
o4xjnkkmbspk,user_xn5esyvy,2738,2078,3,7,0.2521,649,1844,727,36954,0.08713,-82.3,0.2521,0.4955,-0.0904,0.0194
4bbtpkdktdv5,user_t8939ikl,2739,1842,10,14,-0.0575,323,307,214,51767,0.0163,54.1,-0.0575,0.0604,-0.4637,-0.1301
of551bhpchfu,user_hoahq4rj,2740,1919,8,14,-0.186,807,1434,500,71237,0.03847,-90.2,-0.186,0.488,-0.4785,-0.3532
bq5w3kb26coo,user_as16d7tx,2741,493,4,8,0.9921,2356,1646,742,35898,0.13215,80.3,0.9921,0.9432,0.0323,-0.1833
0qn2r22koufe,user_dnywrzoy,2742,1057,2,3,-0.987,1559,140,780,68781,0.03604,38.9,-0.987,0.77,0.9275,-0.2549
7rcyy209bqmd,user_hko8pxwz,2743,2079,6,8,0.7348,4630,608,666,92312,0.06395,99.3,0.7348,0.7861,0.5514,0.3393
trm5qh6l1uga,user_4ao0lwky,2744,2080,2,1,0.4799,2026,1008,602,21427,0.16969,-5.8,0.4799,0.6112,0.945,-0.0869
9w88b4b6bxtb,user_bow0u2x4,2745,156,1,7,0.8499,4714,1708,17,82484,0.07806,10.1,0.8499,0.6282,0.2848,0.4094
uakcg8xdn7p6,user_pzoc6whm,2746,2081,3,6,-0.2338,1608,1980,210,1162,3.2685,64.3,-0.2338,0.2989,-0.031,-0.357
